event_id,source_user,target_resource,event_type,timestamp,weight
1252,252,9,modification,2025-02-09 19:30:26.762000,0.527502556192394
1253,252,6,modification,2024-06-26 15:30:26.762000,0.461444331461618
1254,253,3,access,2024-12-30 17:30:26.762000,0.554265596383152
1255,253,3,modification,2024-10-26 16:30:26.762000,0.413810887184509
1256,253,3,access,2024-09-17 18:30:26.762000,0.609066665236789
1257,253,4,deletion,2024-06-24 15:30:26.762000,0.310736103751091
1258,253,3,access,2024-07-15 14:30:26.762000,0.971932208058549
1259,253,3,access,2024-11-15 18:30:26.762000,0.227436155457533
1260,253,3,access,2025-02-07 19:49:26.763000,0.432106989533017
1261,253,4,modification,2025-04-15 09:29:26.763000,0.812128034537794
1262,253,4,modification,2025-04-22 10:29:26.763000,0.614616109401714
1263,254,2,access,2024-05-28 15:34:26.762000,0.971606316744734
1264,254,4,modification,2025-02-26 17:30:26.762000,0.78664282123005
1265,254,7,access,2024-08-10 17:50:26.762000,0.358144761088753
1266,254,3,modification,2025-04-16 09:29:26.763000,0.743034439026748
1267,255,1,modification,2025-03-05 15:30:26.762000,0.251471714931867
1268,255,8,access,2024-08-17 15:30:26.762000,0.512751288144372
1269,255,0,deletion,2025-01-26 15:30:26.762000,0.247760053872737
1270,255,5,deletion,2025-01-02 12:29:26.763000,0.894500366559187
1271,256,10,deletion,2025-03-07 12:29:26.762000,0.73178761080199
1272,256,10,access,2024-11-14 12:29:26.762000,0.72466772483481
1273,256,10,modification,2024-11-19 12:29:26.763000,0.71967292146481
1274,256,10,modification,2025-05-07 12:29:26.763000,0.949739932473095
1275,257,4,modification,2024-12-16 15:30:26.762000,0.64878182209144
1276,257,4,modification,2024-07-09 02:29:26.763000,0.769836795520192
1277,258,4,modification,2024-09-07 15:30:26.762000,0.320103090620782
1278,258,4,deletion,2024-12-29 15:30:26.762000,0.278458267661476
1279,258,4,modification,2024-12-01 02:29:26.763000,0.992502478631833
1280,258,3,deletion,2024-08-31 02:29:26.763000,0.543522315876416
1281,258,4,deletion,2024-08-10 02:29:26.763000,0.479871160306171
1282,258,3,access,2024-12-22 02:29:26.763000,0.691558208399273
1283,259,3,access,2025-01-02 17:30:26.762000,0.554265596383152
1284,259,3,modification,2024-10-29 16:30:26.762000,0.413810887184509
1285,259,3,access,2024-09-20 18:30:26.762000,0.609066665236789
1286,259,4,deletion,2024-06-27 15:30:26.762000,0.310736103751091
1287,259,3,access,2024-07-18 14:30:26.762000,0.971932208058549
1288,259,3,access,2024-11-18 18:30:26.762000,0.227436155457533
1289,259,3,access,2025-02-10 19:49:26.763000,0.432106989533017
1290,259,4,modification,2025-04-18 09:29:26.763000,0.812128034537794
1291,259,4,modification,2025-04-25 10:29:26.763000,0.614616109401714
1292,260,9,modification,2025-01-22 15:30:26.762000,0.613158877489808
1293,260,6,access,2025-03-26 15:30:26.762000,0.868160525955826
1294,260,6,deletion,2025-03-31 17:29:26.763000,0.921580780164936
1295,261,0,deletion,2024-09-23 14:29:26.762000,0.933504889745582
1296,261,1,deletion,2025-04-09 14:29:26.762000,0.973472784436092
1297,261,5,access,2024-10-22 14:29:26.762000,0.622465177836497
1298,261,9,deletion,2024-12-30 14:29:26.762000,0.544269820793087
1299,261,1,modification,2025-01-06 14:29:26.762000,0.534231786076228
1300,261,9,modification,2024-06-14 14:29:26.762000,0.511615473452353
1301,261,9,deletion,2025-03-13 14:29:26.763000,0.94054825652204
1302,262,2,modification,2025-04-15 09:29:26.763000,0.743034439026748
1303,262,3,deletion,2025-04-15 09:39:26.763000,0.743034439026748
1304,262,8,access,2025-04-15 09:49:26.763000,0.743034439026748
1305,262,2,modification,2025-04-15 09:50:26.763000,0.743034439026748
1306,262,3,deletion,2025-04-15 09:51:26.763000,0.743034439026748
1307,263,4,modification,2024-12-10 15:30:26.762000,0.64878182209144
1308,263,4,modification,2024-07-03 02:29:26.763000,0.769836795520192
1309,264,1,modification,2025-03-04 15:30:26.762000,0.251471714931867
1310,264,8,access,2024-08-16 15:30:26.762000,0.512751288144372
1311,264,0,deletion,2025-01-25 15:30:26.762000,0.247760053872737
1312,264,5,deletion,2025-01-01 12:29:26.763000,0.894500366559187
1313,265,4,modification,2025-03-29 15:30:26.762000,0.304499053255874
1314,265,3,access,,0.417236666912368
1315,266,4,modification,2025-01-25 15:30:26.762000,0.891035421350068
1316,266,4,deletion,2025-04-02 15:30:26.762000,0.269350251272978
1317,266,4,access,2024-09-03 15:30:26.762000,0.620510539941182
1318,266,4,modification,2024-10-05 18:29:26.763000,0.149684561223479
1319,266,4,modification,2025-01-15 20:29:26.763000,0.224452755646845
1320,267,0,access,2024-11-21 15:40:26.762000,0.878411779110629
1321,267,5,deletion,2024-11-30 12:49:26.762000,0.34406797223793
1322,267,5,modification,2024-12-14 14:59:26.762000,0.490036063423634
1323,267,9,deletion,2024-12-27 15:19:26.762000,0.381716460472168
1324,267,8,modification,2024-06-14 16:39:26.763000,0.841322901861726
1325,267,5,access,2024-06-18 17:49:26.763000,0.311972684511687
1326,267,5,access,2025-01-01 18:29:26.763000,0.578126678902325
1327,268,4,modification,2024-09-05 15:30:26.762000,0.320103090620782
1328,268,4,deletion,2024-12-27 15:30:26.762000,0.278458267661476
1329,268,4,modification,2024-11-29 02:29:26.763000,0.992502478631833
1330,268,3,deletion,2024-08-29 02:29:26.763000,0.543522315876416
1331,268,4,deletion,2024-08-08 02:29:26.763000,0.479871160306171
1332,268,3,access,2024-12-20 02:29:26.763000,0.691558208399273
1333,269,7,deletion,2025-03-26 15:30:26.762000,0.191583357535373
1334,269,2,access,2025-01-18 15:30:26.762000,0.375014081837619
1335,269,4,modification,2024-07-02 15:30:26.762000,0.166931814161332
1336,269,4,modification,2025-04-30 15:30:26.762000,0.436483977851806
1337,269,4,modification,2025-03-11 14:49:26.763000,0.818832448371185
1338,269,3,access,2024-09-02 17:29:26.763000,0.53275146296222
1339,269,2,modification,2024-08-20 16:32:26.763000,0.751707118063964
1340,269,7,modification,2024-10-06 09:33:26.763000,0.175544351206521
1341,270,3,access,2024-12-27 17:30:26.762000,0.554265596383152
1342,270,3,modification,2024-10-23 16:30:26.762000,0.413810887184509
1343,270,3,access,2024-09-14 18:30:26.762000,0.609066665236789
1344,270,4,deletion,2024-06-21 15:30:26.762000,0.310736103751091
1345,270,3,access,2024-07-12 14:30:26.762000,0.971932208058549
1346,270,3,access,2024-11-12 18:30:26.762000,0.227436155457533
1347,270,3,access,2025-02-04 19:49:26.763000,0.432106989533017
1348,270,4,modification,2025-04-12 09:29:26.763000,0.812128034537794
1349,270,4,modification,2025-04-19 10:29:26.763000,0.614616109401714
1350,271,10,modification,2024-07-12 15:30:26.762000,0.218190469357945
1351,271,11,modification,2025-03-19 12:29:26.762000,0.622967600038111
1352,272,10,deletion,2025-03-07 12:29:26.762000,0.73178761080199
1353,272,10,access,2024-11-14 12:29:26.762000,0.72466772483481
1354,272,10,modification,2024-11-19 12:29:26.763000,0.71967292146481
1355,272,10,modification,2025-05-07 12:29:26.763000,0.949739932473095
1356,273,4,modification,2025-04-02 15:30:26.762000,0.304499053255874
1357,273,3,access,,0.417236666912368
1358,274,0,deletion,2024-09-23 14:29:26.762000,0.933504889745582
1359,274,1,deletion,2025-04-09 14:29:26.762000,0.973472784436092
1360,274,5,access,2024-10-22 14:29:26.762000,0.622465177836497
1361,274,9,deletion,2024-12-30 14:29:26.762000,0.544269820793087
1362,274,1,modification,2025-01-06 14:29:26.762000,0.534231786076228
1363,274,9,modification,2024-06-14 14:29:26.762000,0.511615473452353
1364,274,9,deletion,2025-03-13 14:29:26.763000,0.94054825652204
1365,275,8,access,2024-06-16 15:30:26.762000,0.77697965879042
1366,275,8,deletion,2024-10-14 15:30:26.762000,0.98020636836769
1367,275,8,deletion,2024-09-09 15:30:26.762000,0.784062530572958
1368,275,4,modification,2025-04-05 02:29:26.763000,0.383821932098546
1369,276,10,deletion,2025-01-28 15:30:26.762000,0.354243767681781
1370,276,11,deletion,2024-06-08 16:30:26.762000,0.168137339301706
1371,276,11,access,2025-04-19 19:30:26.762000,0.606847780491741
1372,276,11,deletion,2025-01-25 17:30:26.762000,0.469016611292679
1373,276,11,modification,2025-03-12 14:29:26.763000,0.109551085508917
1374,276,11,modification,2024-08-13 17:49:26.763000,0.664381469384456
1375,277,9,modification,2025-01-24 15:30:26.762000,0.613158877489808
1376,277,6,access,2025-03-28 15:30:26.762000,0.868160525955826
1377,277,6,deletion,2025-04-02 17:29:26.763000,0.921580780164936
1378,278,1,modification,2025-03-10 15:30:26.762000,0.251471714931867
1379,278,8,access,2024-08-22 15:30:26.762000,0.512751288144372
1380,278,0,deletion,2025-01-31 15:30:26.762000,0.247760053872737
1381,278,5,deletion,2025-01-07 12:29:26.763000,0.894500366559187
1382,279,0,deletion,2024-09-25 14:29:26.762000,0.933504889745582
1383,279,1,deletion,2025-04-11 14:29:26.762000,0.973472784436092
1384,279,5,access,2024-10-24 14:29:26.762000,0.622465177836497
1385,279,9,deletion,2025-01-01 14:29:26.762000,0.544269820793087
1386,279,1,modification,2025-01-08 14:29:26.762000,0.534231786076228
1387,279,9,modification,2024-06-16 14:29:26.762000,0.511615473452353
1388,279,9,deletion,2025-03-15 14:29:26.763000,0.94054825652204
1389,280,0,access,2024-11-17 15:40:26.762000,0.878411779110629
1390,280,5,deletion,2024-11-26 12:49:26.762000,0.34406797223793
1391,280,5,modification,2024-12-10 14:59:26.762000,0.490036063423634
1392,280,9,deletion,2024-12-23 15:19:26.762000,0.381716460472168
1393,280,8,modification,2024-06-10 16:39:26.763000,0.841322901861726
1394,280,5,access,2024-06-14 17:49:26.763000,0.311972684511687
1395,280,5,access,2024-12-28 18:29:26.763000,0.578126678902325
1396,281,4,modification,2025-04-03 15:30:26.762000,0.304499053255874
1397,281,3,access,,0.417236666912368
1398,282,9,modification,2025-01-25 15:30:26.762000,0.613158877489808
1399,282,6,access,2025-03-29 15:30:26.762000,0.868160525955826
1400,282,6,deletion,2025-04-03 17:29:26.763000,0.921580780164936
1401,283,0,deletion,2024-09-20 14:29:26.762000,0.933504889745582
1402,283,1,deletion,2025-04-06 14:29:26.762000,0.973472784436092
1403,283,5,access,2024-10-19 14:29:26.762000,0.622465177836497
1404,283,9,deletion,2024-12-27 14:29:26.762000,0.544269820793087
1405,283,1,modification,2025-01-03 14:29:26.762000,0.534231786076228
1406,283,9,modification,2024-06-11 14:29:26.762000,0.511615473452353
1407,283,9,deletion,2025-03-10 14:29:26.763000,0.94054825652204
1408,284,3,access,2024-12-29 17:30:26.762000,0.554265596383152
1409,284,3,modification,2024-10-25 16:30:26.762000,0.413810887184509
1410,284,3,access,2024-09-16 18:30:26.762000,0.609066665236789
1411,284,4,deletion,2024-06-23 15:30:26.762000,0.310736103751091
1412,284,3,access,2024-07-14 14:30:26.762000,0.971932208058549
1413,284,3,access,2024-11-14 18:30:26.762000,0.227436155457533
1414,284,3,access,2025-02-06 19:49:26.763000,0.432106989533017
1415,284,4,modification,2025-04-14 09:29:26.763000,0.812128034537794
1416,284,4,modification,2025-04-21 10:29:26.763000,0.614616109401714
1417,285,0,access,2024-11-14 15:40:26.762000,0.878411779110629
1418,285,5,deletion,2024-11-23 12:49:26.762000,0.34406797223793
1419,285,5,modification,2024-12-07 14:59:26.762000,0.490036063423634
1420,285,9,deletion,2024-12-20 15:19:26.762000,0.381716460472168
1421,285,8,modification,2024-06-07 16:39:26.763000,0.841322901861726
1422,285,5,access,2024-06-11 17:49:26.763000,0.311972684511687
1423,285,5,access,2024-12-25 18:29:26.763000,0.578126678902325
1424,286,3,access,2024-12-31 17:30:26.762000,0.554265596383152
1425,286,3,modification,2024-10-27 16:30:26.762000,0.413810887184509
1426,286,3,access,2024-09-18 18:30:26.762000,0.609066665236789
1427,286,4,deletion,2024-06-25 15:30:26.762000,0.310736103751091
1428,286,3,access,2024-07-16 14:30:26.762000,0.971932208058549
1429,286,3,access,2024-11-16 18:30:26.762000,0.227436155457533
1430,286,3,access,2025-02-08 19:49:26.763000,0.432106989533017
1431,286,4,modification,2025-04-16 09:29:26.763000,0.812128034537794
1432,286,4,modification,2025-04-23 10:29:26.763000,0.614616109401714
1433,287,10,modification,2024-07-15 15:30:26.762000,0.218190469357945
1434,287,11,modification,2025-03-22 12:29:26.762000,0.622967600038111
1435,288,1,modification,2025-03-08 15:30:26.762000,0.251471714931867
1436,288,8,access,2024-08-20 15:30:26.762000,0.512751288144372
1437,288,0,deletion,2025-01-29 15:30:26.762000,0.247760053872737
1438,288,5,deletion,2025-01-05 12:29:26.763000,0.894500366559187
1439,289,1,modification,2025-03-08 15:30:26.762000,0.251471714931867
1440,289,8,access,2024-08-20 15:30:26.762000,0.512751288144372
1441,289,0,deletion,2025-01-29 15:30:26.762000,0.247760053872737
1442,289,5,deletion,2025-01-05 12:29:26.763000,0.894500366559187
1443,290,1,modification,2025-03-03 15:30:26.762000,0.251471714931867
1444,290,8,access,2024-08-15 15:30:26.762000,0.512751288144372
1445,290,0,deletion,2025-01-24 15:30:26.762000,0.247760053872737
1446,290,5,deletion,2024-12-31 12:29:26.763000,0.894500366559187
1447,291,5,access,2025-03-30 15:30:26.762000,0.257264274197876
1448,291,6,deletion,2024-06-21 15:30:26.762000,0.846023279940532
1449,291,6,modification,2024-09-20 15:30:26.762000,0.498467873022065
1450,291,9,deletion,2025-04-01 16:29:26.763000,0.218720790692322
1451,291,5,deletion,2024-12-24 17:29:26.763000,0.899269549833013
1452,292,4,modification,2025-01-18 15:30:26.762000,0.891035421350068
1453,292,4,deletion,2025-03-26 15:30:26.762000,0.269350251272978
1454,292,4,access,2024-08-27 15:30:26.762000,0.620510539941182
1455,292,4,modification,2024-09-28 18:29:26.763000,0.149684561223479
1456,292,4,modification,2025-01-08 20:29:26.763000,0.224452755646845
1457,293,0,access,2024-11-21 15:40:26.762000,0.878411779110629
1458,293,5,deletion,2024-11-30 12:49:26.762000,0.34406797223793
1459,293,5,modification,2024-12-14 14:59:26.762000,0.490036063423634
1460,293,9,deletion,2024-12-27 15:19:26.762000,0.381716460472168
1461,293,8,modification,2024-06-14 16:39:26.763000,0.841322901861726
1462,293,5,access,2024-06-18 17:49:26.763000,0.311972684511687
1463,293,5,access,2025-01-01 18:29:26.763000,0.578126678902325
1464,294,10,deletion,2025-01-28 15:30:26.762000,0.354243767681781
1465,294,11,deletion,2024-06-08 16:30:26.762000,0.168137339301706
1466,294,11,access,2025-04-19 19:30:26.762000,0.606847780491741
1467,294,11,deletion,2025-01-25 17:30:26.762000,0.469016611292679
1468,294,11,modification,2025-03-12 14:29:26.763000,0.109551085508917
1469,294,11,modification,2024-08-13 17:49:26.763000,0.664381469384456
1470,295,1,modification,2024-12-04 18:30:26.762000,0.758082623980715
1471,295,5,modification,2025-03-26 15:30:26.762000,0.860407796096076
1472,295,1,modification,2024-09-28 15:30:26.762000,0.26645574463547
1473,295,9,modification,2025-02-16 19:30:26.762000,0.527502556192394
1474,295,6,modification,2024-07-03 15:30:26.762000,0.461444331461618
1475,296,4,modification,2025-01-25 15:30:26.762000,0.891035421350068
1476,296,4,deletion,2025-04-02 15:30:26.762000,0.269350251272978
1477,296,4,access,2024-09-03 15:30:26.762000,0.620510539941182
1478,296,4,modification,2024-10-05 18:29:26.763000,0.149684561223479
1479,296,4,modification,2025-01-15 20:29:26.763000,0.224452755646845
1480,297,8,access,2024-06-19 15:30:26.762000,0.77697965879042
1481,297,8,deletion,2024-10-17 15:30:26.762000,0.98020636836769
1482,297,8,deletion,2024-09-12 15:30:26.762000,0.784062530572958
1483,297,4,modification,2025-04-08 02:29:26.763000,0.383821932098546
1484,298,8,access,2024-06-16 15:30:26.762000,0.77697965879042
1485,298,8,deletion,2024-10-14 15:30:26.762000,0.98020636836769
1486,298,8,deletion,2024-09-09 15:30:26.762000,0.784062530572958
1487,298,4,modification,2025-04-05 02:29:26.763000,0.383821932098546
1488,299,10,deletion,2025-03-14 12:29:26.762000,0.73178761080199
1489,299,10,access,2024-11-21 12:29:26.762000,0.72466772483481
1490,299,10,modification,2024-11-26 12:29:26.763000,0.71967292146481
1491,299,10,modification,2025-05-14 12:29:26.763000,0.949739932473095
1492,300,5,access,2025-04-03 15:30:26.762000,0.257264274197876
1493,300,6,deletion,2024-06-25 15:30:26.762000,0.846023279940532
1494,300,6,modification,2024-09-24 15:30:26.762000,0.498467873022065
1495,300,9,deletion,2025-04-05 16:29:26.763000,0.218720790692322
1496,300,5,deletion,2024-12-28 17:29:26.763000,0.899269549833013
1497,301,4,modification,2025-03-30 15:30:26.762000,0.304499053255874
1498,301,3,access,,0.417236666912368
1499,302,5,modification,2024-12-19 15:30:26.762000,0.326336558670067
1500,302,5,deletion,2024-10-29 15:30:26.762000,0.276103494971162
1501,302,9,deletion,2025-02-18 15:31:26.762000,0.263119941316972
1502,302,1,deletion,2025-02-06 15:30:26.762000,0.419384003954181
1503,302,9,modification,2024-12-17 15:30:26.762000,0.902749449471776
1504,302,6,deletion,2024-07-09 12:29:26.763000,0.321040245246558
1505,302,1,deletion,2024-07-16 13:29:26.763000,0.611183182355689
1506,302,1,deletion,2024-07-17 13:29:26.763000,0.611183182355689
1507,303,9,modification,2025-01-17 15:30:26.762000,0.613158877489808
1508,303,6,access,2025-03-21 15:30:26.762000,0.868160525955826
1509,303,6,deletion,2025-03-26 17:29:26.763000,0.921580780164936
1510,304,2,access,2024-05-25 15:34:26.762000,0.971606316744734
1511,304,4,modification,2025-02-23 17:30:26.762000,0.78664282123005
1512,304,7,access,2024-08-07 17:50:26.762000,0.358144761088753
1513,304,3,modification,2025-04-13 09:29:26.763000,0.743034439026748
1514,305,10,modification,2024-07-10 15:30:26.762000,0.218190469357945
1515,305,11,modification,2025-03-17 12:29:26.762000,0.622967600038111
1516,306,10,deletion,2025-03-14 12:29:26.762000,0.73178761080199
1517,306,10,access,2024-11-21 12:29:26.762000,0.72466772483481
1518,306,10,modification,2024-11-26 12:29:26.763000,0.71967292146481
1519,306,10,modification,2025-05-14 12:29:26.763000,0.949739932473095
1520,307,3,access,2025-01-02 17:30:26.762000,0.554265596383152
1521,307,3,modification,2024-10-29 16:30:26.762000,0.413810887184509
1522,307,3,access,2024-09-20 18:30:26.762000,0.609066665236789
1523,307,4,deletion,2024-06-27 15:30:26.762000,0.310736103751091
1524,307,3,access,2024-07-18 14:30:26.762000,0.971932208058549
1525,307,3,access,2024-11-18 18:30:26.762000,0.227436155457533
1526,307,3,access,2025-02-10 19:49:26.763000,0.432106989533017
1527,307,4,modification,2025-04-18 09:29:26.763000,0.812128034537794
1528,307,4,modification,2025-04-25 10:29:26.763000,0.614616109401714
1529,308,1,modification,2025-03-07 15:30:26.762000,0.251471714931867
1530,308,8,access,2024-08-19 15:30:26.762000,0.512751288144372
1531,308,0,deletion,2025-01-28 15:30:26.762000,0.247760053872737
1532,308,5,deletion,2025-01-04 12:29:26.763000,0.894500366559187
1533,309,7,deletion,2025-03-30 15:30:26.762000,0.191583357535373
1534,309,2,access,2025-01-22 15:30:26.762000,0.375014081837619
1535,309,4,modification,2024-07-06 15:30:26.762000,0.166931814161332
1536,309,4,modification,2025-05-04 15:30:26.762000,0.436483977851806
1537,309,4,modification,2025-03-15 14:49:26.763000,0.818832448371185
1538,309,3,access,2024-09-06 17:29:26.763000,0.53275146296222
1539,309,2,modification,2024-08-24 16:32:26.763000,0.751707118063964
1540,309,7,modification,2024-10-10 09:33:26.763000,0.175544351206521
1541,310,1,modification,2025-03-04 15:30:26.762000,0.251471714931867
1542,310,8,access,2024-08-16 15:30:26.762000,0.512751288144372
1543,310,0,deletion,2025-01-25 15:30:26.762000,0.247760053872737
1544,310,5,deletion,2025-01-01 12:29:26.763000,0.894500366559187
1545,311,4,modification,2025-01-21 15:30:26.762000,0.891035421350068
1546,311,4,deletion,2025-03-29 15:30:26.762000,0.269350251272978
1547,311,4,access,2024-08-30 15:30:26.762000,0.620510539941182
1548,311,4,modification,2024-10-01 18:29:26.763000,0.149684561223479
1549,311,4,modification,2025-01-11 20:29:26.763000,0.224452755646845
1550,312,10,deletion,2025-03-08 12:29:26.762000,0.73178761080199
1551,312,10,access,2024-11-15 12:29:26.762000,0.72466772483481
1552,312,10,modification,2024-11-20 12:29:26.763000,0.71967292146481
1553,312,10,modification,2025-05-08 12:29:26.763000,0.949739932473095
1554,313,3,access,2025-01-03 17:30:26.762000,0.554265596383152
1555,313,3,modification,2024-10-30 16:30:26.762000,0.413810887184509
1556,313,3,access,2024-09-21 18:30:26.762000,0.609066665236789
1557,313,4,deletion,2024-06-28 15:30:26.762000,0.310736103751091
1558,313,3,access,2024-07-19 14:30:26.762000,0.971932208058549
1559,313,3,access,2024-11-19 18:30:26.762000,0.227436155457533
1560,313,3,access,2025-02-11 19:49:26.763000,0.432106989533017
1561,313,4,modification,2025-04-19 09:29:26.763000,0.812128034537794
1562,313,4,modification,2025-04-26 10:29:26.763000,0.614616109401714
1563,314,10,modification,2024-07-10 15:30:26.762000,0.218190469357945
1564,314,11,modification,2025-03-17 12:29:26.762000,0.622967600038111
1565,315,10,deletion,2024-12-11 12:30:26.762000,0.927743811477137
1566,315,11,deletion,2024-07-12 13:30:26.762000,0.182944630102846
1567,315,11,deletion,2025-02-28 15:20:26.762000,0.60468730953079
1568,315,10,deletion,2024-12-27 15:30:26.762000,0.119227818829605
1569,315,11,deletion,2025-01-04 14:34:26.762000,0.83987119494956
1570,315,10,modification,2024-10-01 15:30:26.762000,0.457323857086515
1571,316,10,modification,2024-07-08 15:30:26.762000,0.218190469357945
1572,316,11,modification,2025-03-15 12:29:26.762000,0.622967600038111
1573,317,4,modification,2025-01-25 15:30:26.762000,0.891035421350068
1574,317,4,deletion,2025-04-02 15:30:26.762000,0.269350251272978
1575,317,4,access,2024-09-03 15:30:26.762000,0.620510539941182
1576,317,4,modification,2024-10-05 18:29:26.763000,0.149684561223479
1577,317,4,modification,2025-01-15 20:29:26.763000,0.224452755646845
1578,318,0,access,2024-11-17 15:40:26.762000,0.878411779110629
1579,318,5,deletion,2024-11-26 12:49:26.762000,0.34406797223793
1580,318,5,modification,2024-12-10 14:59:26.762000,0.490036063423634
1581,318,9,deletion,2024-12-23 15:19:26.762000,0.381716460472168
1582,318,8,modification,2024-06-10 16:39:26.763000,0.841322901861726
1583,318,5,access,2024-06-14 17:49:26.763000,0.311972684511687
1584,318,5,access,2024-12-28 18:29:26.763000,0.578126678902325
1585,319,11,access,2024-10-15 15:30:26.762000,0.611640852991554
1586,319,10,deletion,2025-02-25 15:30:26.762000,0.759421246142577
1587,319,11,access,2024-06-22 18:29:26.763000,0.900872862849295
1588,319,10,modification,2024-07-27 17:29:26.763000,0.86855057066697
1589,319,10,deletion,2025-02-15 12:29:26.763000,0.743034439026748
1590,320,10,deletion,2024-12-15 12:30:26.762000,0.927743811477137
1591,320,11,deletion,2024-07-16 13:30:26.762000,0.182944630102846
1592,320,11,deletion,2025-03-04 15:20:26.762000,0.60468730953079
1593,320,10,deletion,2024-12-31 15:30:26.762000,0.119227818829605
1594,320,11,deletion,2025-01-08 14:34:26.762000,0.83987119494956
1595,320,10,modification,2024-10-05 15:30:26.762000,0.457323857086515
1596,321,3,access,2024-12-28 17:30:26.762000,0.554265596383152
1597,321,3,modification,2024-10-24 16:30:26.762000,0.413810887184509
1598,321,3,access,2024-09-15 18:30:26.762000,0.609066665236789
1599,321,4,deletion,2024-06-22 15:30:26.762000,0.310736103751091
1600,321,3,access,2024-07-13 14:30:26.762000,0.971932208058549
1601,321,3,access,2024-11-13 18:30:26.762000,0.227436155457533
1602,321,3,access,2025-02-05 19:49:26.763000,0.432106989533017
1603,321,4,modification,2025-04-13 09:29:26.763000,0.812128034537794
1604,321,4,modification,2025-04-20 10:29:26.763000,0.614616109401714
1605,322,1,modification,2024-11-26 18:30:26.762000,0.758082623980715
1606,322,5,modification,2025-03-18 15:30:26.762000,0.860407796096076
1607,322,1,modification,2024-09-20 15:30:26.762000,0.26645574463547
1608,322,9,modification,2025-02-08 19:30:26.762000,0.527502556192394
1609,322,6,modification,2024-06-25 15:30:26.762000,0.461444331461618
1610,323,9,modification,2025-01-23 15:30:26.762000,0.613158877489808
1611,323,6,access,2025-03-27 15:30:26.762000,0.868160525955826
1612,323,6,deletion,2025-04-01 17:29:26.763000,0.921580780164936
1613,324,4,modification,2024-09-02 15:30:26.762000,0.320103090620782
1614,324,4,deletion,2024-12-24 15:30:26.762000,0.278458267661476
1615,324,4,modification,2024-11-26 02:29:26.763000,0.992502478631833
1616,324,3,deletion,2024-08-26 02:29:26.763000,0.543522315876416
1617,324,4,deletion,2024-08-05 02:29:26.763000,0.479871160306171
1618,324,3,access,2024-12-17 02:29:26.763000,0.691558208399273
1619,325,0,access,2024-11-19 15:40:26.762000,0.878411779110629
1620,325,5,deletion,2024-11-28 12:49:26.762000,0.34406797223793
1621,325,5,modification,2024-12-12 14:59:26.762000,0.490036063423634
1622,325,9,deletion,2024-12-25 15:19:26.762000,0.381716460472168
1623,325,8,modification,2024-06-12 16:39:26.763000,0.841322901861726
1624,325,5,access,2024-06-16 17:49:26.763000,0.311972684511687
1625,325,5,access,2024-12-30 18:29:26.763000,0.578126678902325
1626,326,3,access,2025-01-01 17:30:26.762000,0.554265596383152
1627,326,3,modification,2024-10-28 16:30:26.762000,0.413810887184509
1628,326,3,access,2024-09-19 18:30:26.762000,0.609066665236789
1629,326,4,deletion,2024-06-26 15:30:26.762000,0.310736103751091
1630,326,3,access,2024-07-17 14:30:26.762000,0.971932208058549
1631,326,3,access,2024-11-17 18:30:26.762000,0.227436155457533
1632,326,3,access,2025-02-09 19:49:26.763000,0.432106989533017
1633,326,4,modification,2025-04-17 09:29:26.763000,0.812128034537794
1634,326,4,modification,2025-04-24 10:29:26.763000,0.614616109401714
1635,327,2,access,2024-05-25 15:34:26.762000,0.971606316744734
1636,327,4,modification,2025-02-23 17:30:26.762000,0.78664282123005
1637,327,7,access,2024-08-07 17:50:26.762000,0.358144761088753
1638,327,3,modification,2025-04-13 09:29:26.763000,0.743034439026748
1639,328,10,deletion,2025-01-29 15:30:26.762000,0.354243767681781
1640,328,11,deletion,2024-06-09 16:30:26.762000,0.168137339301706
1641,328,11,access,2025-04-20 19:30:26.762000,0.606847780491741
1642,328,11,deletion,2025-01-26 17:30:26.762000,0.469016611292679
1643,328,11,modification,2025-03-13 14:29:26.763000,0.109551085508917
1644,328,11,modification,2024-08-14 17:49:26.763000,0.664381469384456
1645,329,0,access,2024-11-17 15:40:26.762000,0.878411779110629
1646,329,5,deletion,2024-11-26 12:49:26.762000,0.34406797223793
1647,329,5,modification,2024-12-10 14:59:26.762000,0.490036063423634
1648,329,9,deletion,2024-12-23 15:19:26.762000,0.381716460472168
1649,329,8,modification,2024-06-10 16:39:26.763000,0.841322901861726
1650,329,5,access,2024-06-14 17:49:26.763000,0.311972684511687
1651,329,5,access,2024-12-28 18:29:26.763000,0.578126678902325
1652,330,2,modification,2025-04-16 09:29:26.763000,0.743034439026748
1653,330,3,deletion,2025-04-16 09:39:26.763000,0.743034439026748
1654,330,8,access,2025-04-16 09:49:26.763000,0.743034439026748
1655,330,2,modification,2025-04-16 09:50:26.763000,0.743034439026748
1656,330,3,deletion,2025-04-16 09:51:26.763000,0.743034439026748
1657,331,4,modification,2025-01-19 15:30:26.762000,0.891035421350068
1658,331,4,deletion,2025-03-27 15:30:26.762000,0.269350251272978
1659,331,4,access,2024-08-28 15:30:26.762000,0.620510539941182
1660,331,4,modification,2024-09-29 18:29:26.763000,0.149684561223479
1661,331,4,modification,2025-01-09 20:29:26.763000,0.224452755646845
1662,332,3,access,2025-01-03 17:30:26.762000,0.554265596383152
1663,332,3,modification,2024-10-30 16:30:26.762000,0.413810887184509
